id	examNumber	questionNumber	category	topic	type	difficulty	question	optionA	optionB	optionC	optionD	optionE	answerIndex	correctAnswer	explanation	source	sourcePhoto	answerPhoto	image	imageAlt	imageCaption
"exam8-026"	"8"	"26"	"Radiation Safety"	"Lung Imaging"	"concept"	"1"	"Visible rib lesions that are arranged in a linear fashion are generally indicative of:"	"rib metastases"	"rib trauma"	"inflammation of the lungs"	"contamination"	"lung infiltrates"	"1"	"rib trauma"	"Rib fractures almost always show intense activity and can often be recognized by their location in consecutive ribs."	"Source: Mettler and Guiberteau, 2012; p. 292."	"Question photos/Questions/Exam 8/IMG_1194.jpeg"	"Question photos/Answers/Exam 8/IMG_1266.jpeg"	""	""	""
"exam8-027"	"8"	"27"	"Instrumentation & QC"	"Instrumentation & QC"	"image-interpretation"	"5"	"Which of the following is the device used to convert scintillation light into an electric signal in a CT scanner?"	"photomultiplier tube"	"analog to digital converter"	"Xenon chamber"	"photodiode"	"cathode"	"3"	"photodiode"	"Scintillation detectors use solid-state photodiodes to play the role of the photomultiplier tube (PMT) in Gamma Cameras. Photodiodes absorb the scintillations given off by the crystal and, in response, they emit an electric signal."	"Source: Prekeges, 2013; p. 256."	"Question photos/Questions/Exam 8/IMG_1194.jpeg"	"Question photos/Answers/Exam 8/IMG_1266.jpeg"	""	""	""
"exam8-028"	"8"	"28"	"Clinical Procedures"	"Bone Imaging"	"image-interpretation"	"3"	"A bone scan of a 60-year-old female demonstrates a diffuse pattern of intensely increased activity in the skull, proximal femurs, and one side of the pelvis. This appearance is typical of what disease process?"	"Ewing's sarcoma"	"multiple myeloma"	"Legg-Perthe's disease"	"renal failure"	"Paget's disease"	"4"	"Paget's disease"	"Paget's disease is characterized by marked increase in skeletal uptake. Most-common areas are pelvis, spine, skull, femur, scapula, tibia, and humerus."	"Ziessman, O'Malley, Thrall, and Fahey, 2014; p. 112. "	"Question photos/Questions/Exam 8/IMG_1194.jpeg"	"Question photos/Answers/Exam 8/IMG_1266.jpeg"	""	""	""
"exam8-029"	"8"	"29"	"Clinical Procedures"	"Clinical Procedures"	"concept"	"4"	"What portion of the ECG wave represents the depolarization of the ventricles?"	"P-wave"	"T-wave"	"U-wave"	"QRS complex"	"ST segment"	"3"	"QRS complex"	"The QRS complex indicates depolarization of the ventricles."	"Source: Bolus and Brady, 2011; p. 78."	"Question photos/Questions/Exam 8/IMG_1195.jpeg"	"Question photos/Answers/Exam 8/IMG_1266.jpeg"	""	""	""
"exam8-030"	"8"	"30"	"Patient Care"	"Patient Care"	"concept"	"5"	"Dipyridamole is supplied to a nuclear medicine department in 10 mL vials, each containing 50 mg. If a patient weighs 155 pounds, how many mL must be injected for the patient to receive 0.56 mg/kg?"	"7.9 mL"	"8.7 mL"	"17.4 mL"	"39.5 mL"	"5.3 mL"	"0"	"7.9 mL"	"155 lbs/2.2 lbs/kg = 70.45 kg 70.45 kg x 0.56 mg/kg = 39.45 mg needed 50 mg/10 mL = 5 mg/mL 39.45 mg needed/5 mg/mL = approximately 79 mL needed"	"Source: Bolus and Brady, 2011; p. 81."	"Question photos/Questions/Exam 8/IMG_1195.jpeg"	"Question photos/Answers/Exam 8/IMG_1266.jpeg"	""	""	""
"exam8-031"	"8"	"31"	"Patient Care"	"Patient Care"	"image-interpretation"	"3"	"A patient has an enlarged left atrium. When drawing an ROI for calculation of LVEF after radionuclide ventriulography, the technologist includes some activity from the left atrium. The resulting ejection fraction would:"	"be unchanged"	"be falsely elevated"	"be falsely lowered"	"show akinesias"	"show paradoxical wall motion"	"2"	"be falsely lowered"	"Journal of Nuclear Cardiology, ASNC Imaging Guidelines for Nuclear Cardiology Procedures; p. 20. Non-superimposed but adjacent extracardiac activity may also cause a negative reconstruction artifact, resulting in an apparent reduction in activity in the adjacent myocardial segment."	"Source photo: Answers/Exam 8/IMG_1266.jpeg."	"Question photos/Questions/Exam 8/IMG_1195.jpeg"	"Question photos/Answers/Exam 8/IMG_1266.jpeg"	""	""	""
"exam8-032"	"8"	"32"	"Instrumentation & QC"	"Instrumentation & QC"	"concept"	"2"	"Which of the following is the most likely cause of false anterior or lateral wall defects on myocardial perfusion imaging?"	"center of rotation error"	"respiratory motion"	"too few projections"	"attenuation by breast tissue or implant"	"multiple pulmonary emboli"	"3"	"attenuation by breast tissue or implant"	"The combination of prone and supine imaging is useful in distinguishing inferior wall defects from diaphragmatic attenuation, anterior wall defects from breast attenuation, and lateral wall defects from attenuation caused by excessive lateral wall fat."	"Source: Waterstram-Rich and Gilmore, 2017; p. 501."	"Question photos/Retake Photos/IMG_1358.jpeg"	"Question photos/Answers/Exam 8/IMG_1267.jpeg"	""	""	""
"exam8-033"	"8"	"33"	"Radiopharmaceuticals"	"Radiopharmaceuticals"	"calculation"	"5"	"Why is it necessary to inject two doses of 99mTc-sestamibi for a myocardial perfusion study, including both stress and rest conditions?"	"The physical half-life of 99mTc is too short to obtain both image sets from one injection."	"The effective half-life of 99mTc is too short to obtain both image sets from one injection."	"There is no redistribution of 99mTc-sestamibi within the myocardium."	"Sestamibi is not retained by the myocardium for a sufficient amount of time."	"Images would be degraded on stress images after exercise."	"2"	"There is no redistribution of 99mTc-sestamibi within the myocardium."	"Like [201Tl] thallous chloride, 99mTc-sestamibi is taken up by the myocardium in proportion to blood flow. Unlike [201Tl] thallous chloride, they passively diffuse across the cell membrane, bind to mitochondria, and exhibit limited redistribution. Because of the limited redistribution, one-day protocols require a low-dose/high-dose, two-injection procedure."	"Source: Kowalsky and Falen, 2004; p. 549."	"Question photos/Questions/Exam 8/IMG_1195.jpeg"	"Question photos/Answers/Exam 8/IMG_1267.jpeg"	""	""	""
"exam8-034"	"8"	"34"	"Radiopharmaceuticals"	"Radiopharmaceuticals"	"protocol"	"4"	"When performing a dual-isotope myocardial perfusion rest/stress study, which isotope should be injected first?"	"201Tl"	"99mTc"	"18F"	"It does not matter which is injected first, as long as the patient is fasting."	"11C"	"0"	"201Tl"	"3-4 mCi (11-148 MBq) of [201Tl] thallous chloride is administered at rest and images are obtained about 15 minutes later. About 30 minutes after the rest images are completed, the stress portion of the exam—either via treadmill or pharmacologically—is performed with 25-30 mCi of the 99mTc agent."	"Source: Kowalsky and Falen, 2004; p. 549."	"Question photos/Questions/Exam 8/IMG_1195.jpeg"	"Question photos/Answers/Exam 8/IMG_1267.jpeg"	""	""	""
"exam8-035"	"8"	"35"	"Clinical Procedures"	"Cardiac Imaging"	"concept"	"5"	"Persistent pulmonary activity and poor visualization of the left side of the heart represent ____________ during a first pass evaluation."	"a ventricular aneurysm"	"a left-to-right intracardiac shunt"	"a right-to-left intracardiac shunt"	"a pulmonary embolism"	"primary pulmonary hypertension"	"1"	"a left-to-right intracardiac shunt"	"Persistent pulmonary activity and poor visualization of the left side of the heart represent a left-to-right intracardiac shunt during a first-pass evaluation."	"Source: Bolus and Brady, 2011; p. 180."	"Question photos/Questions/Exam 8/IMG_1195.jpeg"	"Question photos/Answers/Exam 8/IMG_1267.jpeg"	""	""	""
"exam8-036"	"8"	"36"	"Clinical Procedures"	"Renal Imaging"	"image-interpretation"	"5"	"Captopril renal scans are commonly ordered to evaluate:"	"renal failure"	"renal hypotension"	"renal hypertension"	"GFR"	"ERPF"	"2"	"renal hypertension"	"The use of captopril has an effect on the renogram in patients with unilateral renovascular hypertension. The precaptopril renogram shows normal time course of activity in the right and left kidneys. In the post-captopril renogram, the kidney affected by renal artery stenosis is greatly diminished because of the reduced filtration pressure induced by captopril's inhibition of angiotensin Il production."	"Source: Kowalsky and Falen, 2004; p. 648-651."	"Question photos/Questions/Exam 8/IMG_1195.jpeg"	"Question photos/Answers/Exam 8/IMG_1267.jpeg"	""	""	""
"exam8-037"	"8"	"37"	"Patient Care"	"Renal Imaging"	"image-interpretation"	"3"	"The appearance of a renal cyst on a radionuclide scan would most likely:"	"be more perfused than the surrounding kidney"	"be photopenic, compared to surrounding kidney"	"cause the surrounding kidney to take up more tracer than the other kidney"	"be about the same activity as the surrounding kidney"	"vary greatly depending on patient weight"	"1"	"be photopenic, compared to surrounding kidney"	"Masses not representing renal parenchyma, such as neoplasms, abscesses, cysts, hematomas, or infarcts, present as photopenic lesions in the renal parenchyma."	"Source: Mettler and Guiberteau, 2012; p. 337."	"Question photos/Questions/Exam 8/IMG_1195.jpeg"	"Question photos/Answers/Exam 8/IMG_1267.jpeg"	""	""	""
"exam8-038"	"8"	"38"	"Instrumentation & QC"	"Collimators"	"image-interpretation"	"4"	"Which of the following is used to minimize scatter radiation from tissues beyond the relevant anatomical slice in a CT scanner?"	"bow-tie filter"	"analog to digital converter (adc)"	"grid"	"rotating target"	"collimator"	"4"	"collimator"	"Pre-patient collimators define and shape the beam according to the procedure by physically restricting the x-ray beam to the selected slice thickness. This protects the patient from excess radiation and minimizes scatter radiation from tissues beyond the relevant anatomical slice., 2 in"	"Source: Waterstram-Rich & Gilmore, 2017; pp. 307-308."	"Question photos/Questions/Exam 8/IMG_1195.jpeg"	"Question photos/Answers/Exam 8/IMG_1267.jpeg"	""	""	""
"exam8-039"	"8"	"39"	"Image Production"	"Renal Imaging"	"concept"	"4"	"All of the following are necessary for an effective renal plasma flow camera method calculation, except:"	"pre-injection syringe counts"	"post-injection syringe counts"	"patient height"	"patient weight"	"blood draw of at least 1 cc"	"4"	"blood draw of at least 1 cc"	"Camera-based calculations of effective renal plasma flow are not as accurate but require pre- and post-injection syringe counting, imaging, and patient height and weight. No blood draw or urine collection is required."	"Ziessman, O'Malley, Thrall, and Fahey, 2014; p. 194. "	"Question photos/Questions/Exam 8/IMG_1195.jpeg"	"Question photos/Answers/Exam 8/IMG_1267.jpeg"	""	""	""
"exam8-040"	"8"	"40"	"Clinical Procedures"	"Lung Imaging"	"concept"	"5"	"Pulmonary blood flow in a person sitting in an upright position will be?"	"more abundant in the base of the lungs"	"more abundant in the apex of the lungs lungs"	"more abundant posteriorly than anteriorly throughout the lungs"	"more abundant anteriorly than posteriorly throughout the lungs"	"uniformly distributed throughout the lungs"	"0"	"more abundant in the base of the lungs"	"In a normal, upright patient, both ventilation and perfusion increase progressively from the lung apex to the bases. This gradient is more pronounced for perfusion. This is why MAA injections are performed with the patient supine."	"Source: Mettler and Guiberteau, 2012; p. 197."	"Question photos/Questions/Exam 8/IMG_1196.jpeg"	"Question photos/Answers/Exam 8/IMG_1267.jpeg"	""	""	""
"exam8-041"	"8"	"41"	"Radiopharmaceuticals"	"MAA / Pulmonary Perfusion"	"image-interpretation"	"4"	"In the absence of a ventilation scan, a segmental or lobar perfusion defect seen on [99mTc] MAA perfusion scintigraphy would be _________ in the diagnosis of pulmonary embolism."	"both sensitive and specific"	"sensitive, but not specific"	"specific, but not sensitive"	"non-sensitive, and non-specific"	"uninterpretable"	"1"	"sensitive, but not specific"	"Performing both ventilation and perfusion examinations on the same patient at the same time permits the physician to determine whether perfusion defects are associated with ventilation defects, which may increase the specificity of the findings."	"Source: Bolus and Brady, 2011; p. 138."	"Question photos/Questions/Exam 8/IMG_1196.jpeg"	"Question photos/Answers/Exam 8/IMG_1267.jpeg"	""	""	""
"exam8-042"	"8"	"42"	"Instrumentation & QC"	"Lung Imaging"	"concept"	"2"	"Prolonged retention of 133Xe in regions of the lung corresponds to:"	"obstructive lung disease"	"reduced trapping of particles in the lungs"	"pulmonary emboli"	"left-to-right shunt"	"right-to-left shunt"	"0"	"obstructive lung disease"	"COPD and emphysema present as inhomogeneous wash-in, patchy equilibrium, and areas of trapping delaying wash-out (especially lower lobes)."	"Source: Shackett, 2009; p. 162."	"Question photos/Questions/Exam 8/IMG_1196.jpeg"	"Question photos/Answers/Exam 8/IMG_1267.jpeg"	""	""	""
"exam8-043"	"8"	"43"	"Radiopharmaceuticals"	"Radiopharmaceuticals"	"image-interpretation"	"3"	"The nuclear medicine technologist notices the appearance of esophagus and stomach on a DTPA aerosol ventilation scan. The most appropriate response is to:"	"Prepare a new kit of DTPA and re-administer to the patient."	"Check the particle size of the aerosol."	"Continue the scan; this is a typical finding."	"Change the tubing and check the nebulizer for cracks."	"Have the patient hold their breath during re-administration of the dose."	"2"	"Continue the scan; this is a typical finding."	"A DTPA study may have activity in the esophagus and in the stomach due to swallowing."	"Source: Shackett, 2009; p. 163."	"Question photos/Questions/Exam 8/IMG_1196.jpeg"	"Question photos/Answers/Exam 8/IMG_1267.jpeg"	""	""	""
"exam8-044"	"8"	"44"	"Clinical Procedures"	"Thyroid Imaging"	"concept"	"4"	"Which of the following would most likely result in a decreased thyroid uptake value?"	"Grave's disease"	"autoimmune thyroiditis"	"toxic nodular goiter"	"TSH secretion"	"nontoxic goiter"	"1"	"autoimmune thyroiditis"	"One factor affecting decreased thyroid uptake is subacute or autoimmune thyroiditis."	"Source: Mettler and Guiberteau, 2012; p. 103."	"Question photos/Questions/Exam 8/IMG_1196.jpeg"	"Question photos/Answers/Exam 8/IMG_1267.jpeg"	""	""	""
"exam8-045"	"8"	"45"	"Radiopharmaceuticals"	"Thyroid Imaging"	"concept"	"5"	"All of the following sites in the body are known to concentrate pertechnetate to a level greater than that of plasma, except:"	"salivary glands"	"gastric mucosa"	"choroid plexus"	"thymus gland"	"thyroid gland"	"3"	"thymus gland"	"The biodistribution of 99mTc-pertechnetate is similar to the iodide anion, with uptake in the thyroid, salivary glands, gastric mucosa, and choroid plexus."	"Source: Waterstram-Rich and Gilmore, 2017; p. 84."	"Question photos/Questions/Exam 8/IMG_1196.jpeg"	"Question photos/Answers/Exam 8/IMG_1267.jpeg"	""	""	""
"exam8-046"	"8"	"46"	"Radiopharmaceuticals"	"Thyroid Imaging"	"concept"	"1"	"All of the following substances could falsely decrease the radioactive iodine uptake value, except:"	"perchlorate"	"iodinated x-ray contrast media"	"thyroid replacement therapy"	"consumption of kelp and turnips"	"acetaminophen"	"4"	"acetaminophen"	"Thyroid iodine uptake is falsely low when patients have increased their dietary iodine, have taken supplements or medication containing iodine, or have recently undergone x-ray studies with iodinated contrast material."	"Source: Waterstram-Rich and Gilmore, 2017; p. 442."	"Question photos/Questions/Exam 8/IMG_1196.jpeg"	"Question photos/Answers/Exam 8/IMG_1267.jpeg"	""	""	""
"exam8-047"	"8"	"47"	"Radiopharmaceuticals"	"Thyroid Imaging"	"image-interpretation"	"4"	"Patients being treated for thyroid disorders with exogenous T3 or Synthroid should have those medications discontinued for at least ____________ before obtaining a radioiodine uptake and scan."	"3-5 days"	"1 week"	"3 weeks"	"1-2 months"	"6-8 months"	"2"	"3 weeks"	"Patients taking triiodothyronine (Synthroid) should discontinue the medication 2-3 weeks before undergoing a thyroid uptake and scan."	"Source: Bolus and Brady, 2009; p. 108."	"Question photos/Questions/Exam 8/IMG_1196.jpeg"	"Question photos/Answers/Exam 8/IMG_1267.jpeg"	""	""	""
"exam8-048"	"8"	"48"	"Clinical Procedures"	"Hepatobiliary Imaging"	"protocol"	"3"	"Barium studies should not precede liver imaging since barium:"	"falsely stimulates liver function"	"scatters gamma photons causing photopenia"	"will cause the tagged material to accumulate in the gallbladder"	"will cause some portions to hyperfunction giving false ""hot"" areas"	"cause the tagged material to reflux into the stomach"	"1"	"scatters gamma photons causing photopenia"	"Liver scintigraphy should not be performed after administration of any iodinated or barium-containing contrast agents. The contrast agents could cause attenuation artifacts."	"Source: Waterstram-Rich and Gilmore, 2017; p. 542."	"Question photos/Questions/Exam 8/IMG_1196.jpeg"	"Question photos/Answers/Exam 8/IMG_1268.jpeg"	""	""	""
